business_id,date_values
--ZVrH2X2QXBFdCilbirsw,20121208
--ZVrH2X2QXBFdCilbirsw,20121210
--ZVrH2X2QXBFdCilbirsw,20121212
--ZVrH2X2QXBFdCilbirsw,20121213
--ZVrH2X2QXBFdCilbirsw,20121215
--ZVrH2X2QXBFdCilbirsw,20121216
--ZVrH2X2QXBFdCilbirsw,20121217
--ZVrH2X2QXBFdCilbirsw,20121221
--ZVrH2X2QXBFdCilbirsw,20121223
--ZVrH2X2QXBFdCilbirsw,20121224
--ZVrH2X2QXBFdCilbirsw,20130114
--ZVrH2X2QXBFdCilbirsw,20130212
--ZVrH2X2QXBFdCilbirsw,20130402
--ZVrH2X2QXBFdCilbirsw,20130408
--ZVrH2X2QXBFdCilbirsw,20130428
--ZVrH2X2QXBFdCilbirsw,20130501
--ZVrH2X2QXBFdCilbirsw,20130708
--ZVrH2X2QXBFdCilbirsw,20130827
--ZVrH2X2QXBFdCilbirsw,20131001
--ZVrH2X2QXBFdCilbirsw,20131217
--ZVrH2X2QXBFdCilbirsw,20140123
--ZVrH2X2QXBFdCilbirsw,20141222
--ZVrH2X2QXBFdCilbirsw,20150408
--ZVrH2X2QXBFdCilbirsw,20150513
--ZVrH2X2QXBFdCilbirsw,20150713
--ZVrH2X2QXBFdCilbirsw,20151020
--ZVrH2X2QXBFdCilbirsw,20151107
--ZVrH2X2QXBFdCilbirsw,20151208
--ZVrH2X2QXBFdCilbirsw,20160120
--ZVrH2X2QXBFdCilbirsw,20160220
--ZVrH2X2QXBFdCilbirsw,20160606
--ZVrH2X2QXBFdCilbirsw,20160909
--ZVrH2X2QXBFdCilbirsw,20161019
--ZVrH2X2QXBFdCilbirsw,20161127
--ZVrH2X2QXBFdCilbirsw,20170304
--ZVrH2X2QXBFdCilbirsw,20170426
--ZVrH2X2QXBFdCilbirsw,20170609
--ZVrH2X2QXBFdCilbirsw,20170611
--ZVrH2X2QXBFdCilbirsw,20170715
--epgcb7xHGuJ-4PUeSLAw,20101001
--epgcb7xHGuJ-4PUeSLAw,20101216
--epgcb7xHGuJ-4PUeSLAw,20110212
--epgcb7xHGuJ-4PUeSLAw,20110917
--epgcb7xHGuJ-4PUeSLAw,20111122
--epgcb7xHGuJ-4PUeSLAw,20111221
--epgcb7xHGuJ-4PUeSLAw,20120225
--epgcb7xHGuJ-4PUeSLAw,20120305
--epgcb7xHGuJ-4PUeSLAw,20120329
--epgcb7xHGuJ-4PUeSLAw,20120603
--epgcb7xHGuJ-4PUeSLAw,20120822
--epgcb7xHGuJ-4PUeSLAw,20120918
--epgcb7xHGuJ-4PUeSLAw,20121002
--epgcb7xHGuJ-4PUeSLAw,20121020
--epgcb7xHGuJ-4PUeSLAw,20121103
--epgcb7xHGuJ-4PUeSLAw,20121203
--epgcb7xHGuJ-4PUeSLAw,20121226
--epgcb7xHGuJ-4PUeSLAw,20130107
--epgcb7xHGuJ-4PUeSLAw,20130110
--epgcb7xHGuJ-4PUeSLAw,20130210
--epgcb7xHGuJ-4PUeSLAw,20130224
--epgcb7xHGuJ-4PUeSLAw,20130304
--epgcb7xHGuJ-4PUeSLAw,20130324
--epgcb7xHGuJ-4PUeSLAw,20130330
--epgcb7xHGuJ-4PUeSLAw,20130407
--epgcb7xHGuJ-4PUeSLAw,20130420
--epgcb7xHGuJ-4PUeSLAw,20130427
--epgcb7xHGuJ-4PUeSLAw,20130505
--epgcb7xHGuJ-4PUeSLAw,20130506
--epgcb7xHGuJ-4PUeSLAw,20130509
--epgcb7xHGuJ-4PUeSLAw,20130520
--epgcb7xHGuJ-4PUeSLAw,20130526
--epgcb7xHGuJ-4PUeSLAw,20130531
--epgcb7xHGuJ-4PUeSLAw,20130601
--epgcb7xHGuJ-4PUeSLAw,20130608
--epgcb7xHGuJ-4PUeSLAw,20130630
--epgcb7xHGuJ-4PUeSLAw,20130719
--epgcb7xHGuJ-4PUeSLAw,20130721
--epgcb7xHGuJ-4PUeSLAw,20130816
--epgcb7xHGuJ-4PUeSLAw,20130901
--epgcb7xHGuJ-4PUeSLAw,20130917
--epgcb7xHGuJ-4PUeSLAw,20130922
--epgcb7xHGuJ-4PUeSLAw,20131021
--epgcb7xHGuJ-4PUeSLAw,20131103
--epgcb7xHGuJ-4PUeSLAw,20140115
--epgcb7xHGuJ-4PUeSLAw,20140424
--epgcb7xHGuJ-4PUeSLAw,20140426
--epgcb7xHGuJ-4PUeSLAw,20140523
--epgcb7xHGuJ-4PUeSLAw,20140524
--epgcb7xHGuJ-4PUeSLAw,20140606
--epgcb7xHGuJ-4PUeSLAw,20140608
--epgcb7xHGuJ-4PUeSLAw,20140609
--epgcb7xHGuJ-4PUeSLAw,20140616
--epgcb7xHGuJ-4PUeSLAw,20140617
--epgcb7xHGuJ-4PUeSLAw,20140618
--epgcb7xHGuJ-4PUeSLAw,20140627
--epgcb7xHGuJ-4PUeSLAw,20140628
--epgcb7xHGuJ-4PUeSLAw,20140807
--epgcb7xHGuJ-4PUeSLAw,20140830
--epgcb7xHGuJ-4PUeSLAw,20140831
--epgcb7xHGuJ-4PUeSLAw,20141001
--epgcb7xHGuJ-4PUeSLAw,20141020
--epgcb7xHGuJ-4PUeSLAw,20141219
--epgcb7xHGuJ-4PUeSLAw,20141231
--epgcb7xHGuJ-4PUeSLAw,20150102
--epgcb7xHGuJ-4PUeSLAw,20150109
--epgcb7xHGuJ-4PUeSLAw,20150120
--epgcb7xHGuJ-4PUeSLAw,20150308
--epgcb7xHGuJ-4PUeSLAw,20150719
--epgcb7xHGuJ-4PUeSLAw,20150827
--epgcb7xHGuJ-4PUeSLAw,20150902
--epgcb7xHGuJ-4PUeSLAw,20151122
--epgcb7xHGuJ-4PUeSLAw,20151219
--epgcb7xHGuJ-4PUeSLAw,20160517
--epgcb7xHGuJ-4PUeSLAw,20160618
--epgcb7xHGuJ-4PUeSLAw,20160627
--epgcb7xHGuJ-4PUeSLAw,20160801
--epgcb7xHGuJ-4PUeSLAw,20161005
--epgcb7xHGuJ-4PUeSLAw,20161106
--epgcb7xHGuJ-4PUeSLAw,20161113
--epgcb7xHGuJ-4PUeSLAw,20161119
--epgcb7xHGuJ-4PUeSLAw,20170115
--epgcb7xHGuJ-4PUeSLAw,20170129
--epgcb7xHGuJ-4PUeSLAw,20170205
--epgcb7xHGuJ-4PUeSLAw,20170209
--epgcb7xHGuJ-4PUeSLAw,20170310
--epgcb7xHGuJ-4PUeSLAw,20170311
--epgcb7xHGuJ-4PUeSLAw,20170320
--epgcb7xHGuJ-4PUeSLAw,20170326
--epgcb7xHGuJ-4PUeSLAw,20170331
--epgcb7xHGuJ-4PUeSLAw,20170411
--epgcb7xHGuJ-4PUeSLAw,20170418
--epgcb7xHGuJ-4PUeSLAw,20170713
--epgcb7xHGuJ-4PUeSLAw,20170802
--epgcb7xHGuJ-4PUeSLAw,20170808
--epgcb7xHGuJ-4PUeSLAw,20171206
--epgcb7xHGuJ-4PUeSLAw,20180105
--epgcb7xHGuJ-4PUeSLAw,20180125
--epgcb7xHGuJ-4PUeSLAw,20180408
--epgcb7xHGuJ-4PUeSLAw,20180506
--epgcb7xHGuJ-4PUeSLAw,20180811
--epgcb7xHGuJ-4PUeSLAw,20190112
--epgcb7xHGuJ-4PUeSLAw,20190826
--epgcb7xHGuJ-4PUeSLAw,20190925
--epgcb7xHGuJ-4PUeSLAw,20200209
--epgcb7xHGuJ-4PUeSLAw,20200531
--epgcb7xHGuJ-4PUeSLAw,20201012
--epgcb7xHGuJ-4PUeSLAw,20201107
--epgcb7xHGuJ-4PUeSLAw,20210403
--hF_3v1JmU9nlu4zfXJ8Q,20210915
--hF_3v1JmU9nlu4zfXJ8Q,20210930
--hF_3v1JmU9nlu4zfXJ8Q,20211102
--hF_3v1JmU9nlu4zfXJ8Q,20211208
--lqIzK-ZVTtgwiQM63XgQ,20110729
--lqIzK-ZVTtgwiQM63XgQ,20111024
--lqIzK-ZVTtgwiQM63XgQ,20121027
--lqIzK-ZVTtgwiQM63XgQ,20130513
--lqIzK-ZVTtgwiQM63XgQ,20130514
--lqIzK-ZVTtgwiQM63XgQ,20130528
--lqIzK-ZVTtgwiQM63XgQ,20141208
--lqIzK-ZVTtgwiQM63XgQ,20150302
--lqIzK-ZVTtgwiQM63XgQ,20160115
--lqIzK-ZVTtgwiQM63XgQ,20160306
--lqIzK-ZVTtgwiQM63XgQ,20160706
--lqIzK-ZVTtgwiQM63XgQ,20170309
--lqIzK-ZVTtgwiQM63XgQ,20170425
--lqIzK-ZVTtgwiQM63XgQ,20170925
--lqIzK-ZVTtgwiQM63XgQ,20190107
--lqIzK-ZVTtgwiQM63XgQ,20190530
--lqIzK-ZVTtgwiQM63XgQ,20190722
--lqIzK-ZVTtgwiQM63XgQ,20190907
--lqIzK-ZVTtgwiQM63XgQ,20200430
--lqIzK-ZVTtgwiQM63XgQ,20200713
--lqIzK-ZVTtgwiQM63XgQ,20201013
--onnLZrsCazmcy2P_7fcw,20100926
--onnLZrsCazmcy2P_7fcw,20110201
--onnLZrsCazmcy2P_7fcw,20110227
--onnLZrsCazmcy2P_7fcw,20110406
--onnLZrsCazmcy2P_7fcw,20110415
--onnLZrsCazmcy2P_7fcw,20110508
--onnLZrsCazmcy2P_7fcw,20110509
--onnLZrsCazmcy2P_7fcw,20110731
--onnLZrsCazmcy2P_7fcw,20110802
--onnLZrsCazmcy2P_7fcw,20110829
--onnLZrsCazmcy2P_7fcw,20110830
--onnLZrsCazmcy2P_7fcw,20110831
--onnLZrsCazmcy2P_7fcw,20110901
--onnLZrsCazmcy2P_7fcw,20110905
--onnLZrsCazmcy2P_7fcw,20111021
--onnLZrsCazmcy2P_7fcw,20111123
--onnLZrsCazmcy2P_7fcw,20111213
--onnLZrsCazmcy2P_7fcw,20111218
--onnLZrsCazmcy2P_7fcw,20111224
--onnLZrsCazmcy2P_7fcw,20120206
--onnLZrsCazmcy2P_7fcw,20120216
--onnLZrsCazmcy2P_7fcw,20120222
--onnLZrsCazmcy2P_7fcw,20120318
--onnLZrsCazmcy2P_7fcw,20120425
--onnLZrsCazmcy2P_7fcw,20120514
--onnLZrsCazmcy2P_7fcw,20120525
--onnLZrsCazmcy2P_7fcw,20120610
--onnLZrsCazmcy2P_7fcw,20120621
--onnLZrsCazmcy2P_7fcw,20120710
--onnLZrsCazmcy2P_7fcw,20120715
--onnLZrsCazmcy2P_7fcw,20120805
--onnLZrsCazmcy2P_7fcw,20120828
--onnLZrsCazmcy2P_7fcw,20121029
--onnLZrsCazmcy2P_7fcw,20121104
--onnLZrsCazmcy2P_7fcw,20121119
--onnLZrsCazmcy2P_7fcw,20121207
--onnLZrsCazmcy2P_7fcw,20130111
--onnLZrsCazmcy2P_7fcw,20130615
--onnLZrsCazmcy2P_7fcw,20130616
--onnLZrsCazmcy2P_7fcw,20130707
--qLiYw2ErSmvVwumb2kdw,20180330
--qLiYw2ErSmvVwumb2kdw,20180413
--qLiYw2ErSmvVwumb2kdw,20180516
-09Oc2D14vRnmirPh0vlXw,20100815
-09Oc2D14vRnmirPh0vlXw,20100827
-09Oc2D14vRnmirPh0vlXw,20100930
-09Oc2D14vRnmirPh0vlXw,20101005
-09Oc2D14vRnmirPh0vlXw,20101009
-09Oc2D14vRnmirPh0vlXw,20101124
-09Oc2D14vRnmirPh0vlXw,20101127
-09Oc2D14vRnmirPh0vlXw,20101218
-09Oc2D14vRnmirPh0vlXw,20101224
-09Oc2D14vRnmirPh0vlXw,20101228
-09Oc2D14vRnmirPh0vlXw,20110205
-09Oc2D14vRnmirPh0vlXw,20110306
-09Oc2D14vRnmirPh0vlXw,20110416
-09Oc2D14vRnmirPh0vlXw,20110419
-09Oc2D14vRnmirPh0vlXw,20110517
-09Oc2D14vRnmirPh0vlXw,20110627
-09Oc2D14vRnmirPh0vlXw,20110722
-09Oc2D14vRnmirPh0vlXw,20110828
-09Oc2D14vRnmirPh0vlXw,20110919
-09Oc2D14vRnmirPh0vlXw,20110920
-09Oc2D14vRnmirPh0vlXw,20110924
-09Oc2D14vRnmirPh0vlXw,20110926
-09Oc2D14vRnmirPh0vlXw,20111025
-09Oc2D14vRnmirPh0vlXw,20111026
-09Oc2D14vRnmirPh0vlXw,20111027
-09Oc2D14vRnmirPh0vlXw,20111223
-09Oc2D14vRnmirPh0vlXw,20120224
-09Oc2D14vRnmirPh0vlXw,20120518
-09Oc2D14vRnmirPh0vlXw,20120528
-09Oc2D14vRnmirPh0vlXw,20120608
-09Oc2D14vRnmirPh0vlXw,20120625
-09Oc2D14vRnmirPh0vlXw,20120703
-09Oc2D14vRnmirPh0vlXw,20120704
-09Oc2D14vRnmirPh0vlXw,20120812
-09Oc2D14vRnmirPh0vlXw,20120831
-09Oc2D14vRnmirPh0vlXw,20120901
-09Oc2D14vRnmirPh0vlXw,20120902
-09Oc2D14vRnmirPh0vlXw,20120909
-09Oc2D14vRnmirPh0vlXw,20120910
-09Oc2D14vRnmirPh0vlXw,20120911
-09Oc2D14vRnmirPh0vlXw,20120912
-09Oc2D14vRnmirPh0vlXw,20120914
-09Oc2D14vRnmirPh0vlXw,20120916
-09Oc2D14vRnmirPh0vlXw,20120917
-09Oc2D14vRnmirPh0vlXw,20120919
-09Oc2D14vRnmirPh0vlXw,20120923
-09Oc2D14vRnmirPh0vlXw,20120926
-09Oc2D14vRnmirPh0vlXw,20121006
-09Oc2D14vRnmirPh0vlXw,20121211
-09Oc2D14vRnmirPh0vlXw,20121227
-09Oc2D14vRnmirPh0vlXw,20130217
-09Oc2D14vRnmirPh0vlXw,20130223
-09Oc2D14vRnmirPh0vlXw,20130225
-09Oc2D14vRnmirPh0vlXw,20130303
-09Oc2D14vRnmirPh0vlXw,20130311
-09Oc2D14vRnmirPh0vlXw,20130316
-09Oc2D14vRnmirPh0vlXw,20130323
-09Oc2D14vRnmirPh0vlXw,20130406
-09Oc2D14vRnmirPh0vlXw,20130411
-09Oc2D14vRnmirPh0vlXw,20130418
-09Oc2D14vRnmirPh0vlXw,20130503
-09Oc2D14vRnmirPh0vlXw,20130504
-09Oc2D14vRnmirPh0vlXw,20130524
-09Oc2D14vRnmirPh0vlXw,20130530
-09Oc2D14vRnmirPh0vlXw,20130609
-09Oc2D14vRnmirPh0vlXw,20130614
-09Oc2D14vRnmirPh0vlXw,20130619
-09Oc2D14vRnmirPh0vlXw,20130629
-09Oc2D14vRnmirPh0vlXw,20130711
-09Oc2D14vRnmirPh0vlXw,20130713
-09Oc2D14vRnmirPh0vlXw,20130714
-09Oc2D14vRnmirPh0vlXw,20130717
-09Oc2D14vRnmirPh0vlXw,20130720
-09Oc2D14vRnmirPh0vlXw,20130804
-09Oc2D14vRnmirPh0vlXw,20130814
-09Oc2D14vRnmirPh0vlXw,20130818
-09Oc2D14vRnmirPh0vlXw,20130819
-09Oc2D14vRnmirPh0vlXw,20130823
-09Oc2D14vRnmirPh0vlXw,20130828
-09Oc2D14vRnmirPh0vlXw,20130903
-09Oc2D14vRnmirPh0vlXw,20130914
-09Oc2D14vRnmirPh0vlXw,20130919
-09Oc2D14vRnmirPh0vlXw,20130920
-09Oc2D14vRnmirPh0vlXw,20130929
-09Oc2D14vRnmirPh0vlXw,20131017
-09Oc2D14vRnmirPh0vlXw,20131117
-09Oc2D14vRnmirPh0vlXw,20131123
-09Oc2D14vRnmirPh0vlXw,20131124
-09Oc2D14vRnmirPh0vlXw,20131125
-09Oc2D14vRnmirPh0vlXw,20131126
-09Oc2D14vRnmirPh0vlXw,20131229
-09Oc2D14vRnmirPh0vlXw,20140105
-09Oc2D14vRnmirPh0vlXw,20140119
-09Oc2D14vRnmirPh0vlXw,20140125
-09Oc2D14vRnmirPh0vlXw,20140130
-09Oc2D14vRnmirPh0vlXw,20140203
-09Oc2D14vRnmirPh0vlXw,20140219
-09Oc2D14vRnmirPh0vlXw,20140222
-09Oc2D14vRnmirPh0vlXw,20140224
-09Oc2D14vRnmirPh0vlXw,20140227
-09Oc2D14vRnmirPh0vlXw,20140302
-09Oc2D14vRnmirPh0vlXw,20140309
-09Oc2D14vRnmirPh0vlXw,20140322
-09Oc2D14vRnmirPh0vlXw,20140323
-09Oc2D14vRnmirPh0vlXw,20140329
-09Oc2D14vRnmirPh0vlXw,20140410
-09Oc2D14vRnmirPh0vlXw,20140418
-09Oc2D14vRnmirPh0vlXw,20140517
-09Oc2D14vRnmirPh0vlXw,20140518
-09Oc2D14vRnmirPh0vlXw,20140521
-09Oc2D14vRnmirPh0vlXw,20140525
-09Oc2D14vRnmirPh0vlXw,20140605
-09Oc2D14vRnmirPh0vlXw,20140611
-09Oc2D14vRnmirPh0vlXw,20140615
-09Oc2D14vRnmirPh0vlXw,20140620
-09Oc2D14vRnmirPh0vlXw,20140625
-09Oc2D14vRnmirPh0vlXw,20140704
-09Oc2D14vRnmirPh0vlXw,20140706
-09Oc2D14vRnmirPh0vlXw,20140716
-09Oc2D14vRnmirPh0vlXw,20140717
-09Oc2D14vRnmirPh0vlXw,20140804
-09Oc2D14vRnmirPh0vlXw,20140812
-09Oc2D14vRnmirPh0vlXw,20140813
-09Oc2D14vRnmirPh0vlXw,20140901
-09Oc2D14vRnmirPh0vlXw,20140913
-09Oc2D14vRnmirPh0vlXw,20140926
-09Oc2D14vRnmirPh0vlXw,20141003
-09Oc2D14vRnmirPh0vlXw,20141017
-09Oc2D14vRnmirPh0vlXw,20141021
-09Oc2D14vRnmirPh0vlXw,20141024
-09Oc2D14vRnmirPh0vlXw,20141027
-09Oc2D14vRnmirPh0vlXw,20141108
-09Oc2D14vRnmirPh0vlXw,20141109
-09Oc2D14vRnmirPh0vlXw,20141114
-09Oc2D14vRnmirPh0vlXw,20141122
-09Oc2D14vRnmirPh0vlXw,20141123
-09Oc2D14vRnmirPh0vlXw,20141130
-09Oc2D14vRnmirPh0vlXw,20141204
-09Oc2D14vRnmirPh0vlXw,20141210
-09Oc2D14vRnmirPh0vlXw,20141221
-09Oc2D14vRnmirPh0vlXw,20141229
-09Oc2D14vRnmirPh0vlXw,20150101
-09Oc2D14vRnmirPh0vlXw,20150111
-09Oc2D14vRnmirPh0vlXw,20150112
-09Oc2D14vRnmirPh0vlXw,20150117
-09Oc2D14vRnmirPh0vlXw,20150118
-09Oc2D14vRnmirPh0vlXw,20150125
-09Oc2D14vRnmirPh0vlXw,20150127
-09Oc2D14vRnmirPh0vlXw,20150201
-09Oc2D14vRnmirPh0vlXw,20150211
-09Oc2D14vRnmirPh0vlXw,20150214
-09Oc2D14vRnmirPh0vlXw,20150215
-09Oc2D14vRnmirPh0vlXw,20150221
-09Oc2D14vRnmirPh0vlXw,20150223
-09Oc2D14vRnmirPh0vlXw,20150315
-09Oc2D14vRnmirPh0vlXw,20150316
-09Oc2D14vRnmirPh0vlXw,20150320
-09Oc2D14vRnmirPh0vlXw,20150322
-09Oc2D14vRnmirPh0vlXw,20150329
-09Oc2D14vRnmirPh0vlXw,20150402
-09Oc2D14vRnmirPh0vlXw,20150418
-09Oc2D14vRnmirPh0vlXw,20150419
-09Oc2D14vRnmirPh0vlXw,20150424
-09Oc2D14vRnmirPh0vlXw,20150426
-09Oc2D14vRnmirPh0vlXw,20150503
-09Oc2D14vRnmirPh0vlXw,20150509
-09Oc2D14vRnmirPh0vlXw,20150525
-09Oc2D14vRnmirPh0vlXw,20150526
-09Oc2D14vRnmirPh0vlXw,20150529
-09Oc2D14vRnmirPh0vlXw,20150613
-09Oc2D14vRnmirPh0vlXw,20150614
-09Oc2D14vRnmirPh0vlXw,20150621
-09Oc2D14vRnmirPh0vlXw,20150629
-09Oc2D14vRnmirPh0vlXw,20150718
-09Oc2D14vRnmirPh0vlXw,20150803
-09Oc2D14vRnmirPh0vlXw,20150808
-09Oc2D14vRnmirPh0vlXw,20150828
-09Oc2D14vRnmirPh0vlXw,20150906
-09Oc2D14vRnmirPh0vlXw,20150921
-09Oc2D14vRnmirPh0vlXw,20150925
-09Oc2D14vRnmirPh0vlXw,20151017
-09Oc2D14vRnmirPh0vlXw,20151024
-09Oc2D14vRnmirPh0vlXw,20151111
-09Oc2D14vRnmirPh0vlXw,20151119
-09Oc2D14vRnmirPh0vlXw,20151127
-09Oc2D14vRnmirPh0vlXw,20151128
-09Oc2D14vRnmirPh0vlXw,20151129
-09Oc2D14vRnmirPh0vlXw,20151130
-09Oc2D14vRnmirPh0vlXw,20151203
-09Oc2D14vRnmirPh0vlXw,20151215
-09Oc2D14vRnmirPh0vlXw,20151231
-09Oc2D14vRnmirPh0vlXw,20160101
-09Oc2D14vRnmirPh0vlXw,20160110
-09Oc2D14vRnmirPh0vlXw,20160205
-09Oc2D14vRnmirPh0vlXw,20160213
-09Oc2D14vRnmirPh0vlXw,20160214
-09Oc2D14vRnmirPh0vlXw,20160301
-09Oc2D14vRnmirPh0vlXw,20160310
-09Oc2D14vRnmirPh0vlXw,20160312
-09Oc2D14vRnmirPh0vlXw,20160314
-09Oc2D14vRnmirPh0vlXw,20160329
-09Oc2D14vRnmirPh0vlXw,20160402
-09Oc2D14vRnmirPh0vlXw,20160408
-09Oc2D14vRnmirPh0vlXw,20160411
-09Oc2D14vRnmirPh0vlXw,20160417
-09Oc2D14vRnmirPh0vlXw,20160501
-09Oc2D14vRnmirPh0vlXw,20160507
-09Oc2D14vRnmirPh0vlXw,20160605
-09Oc2D14vRnmirPh0vlXw,20160608
-09Oc2D14vRnmirPh0vlXw,20160616
-09Oc2D14vRnmirPh0vlXw,20160619
-09Oc2D14vRnmirPh0vlXw,20160703
-09Oc2D14vRnmirPh0vlXw,20160704
-09Oc2D14vRnmirPh0vlXw,20160807
-09Oc2D14vRnmirPh0vlXw,20160810
-09Oc2D14vRnmirPh0vlXw,20160813
-09Oc2D14vRnmirPh0vlXw,20160828
-09Oc2D14vRnmirPh0vlXw,20160906
-09Oc2D14vRnmirPh0vlXw,20161001
-09Oc2D14vRnmirPh0vlXw,20161007
-09Oc2D14vRnmirPh0vlXw,20161009
-09Oc2D14vRnmirPh0vlXw,20161011
-09Oc2D14vRnmirPh0vlXw,20161024
-09Oc2D14vRnmirPh0vlXw,20161125
-09Oc2D14vRnmirPh0vlXw,20161201
-09Oc2D14vRnmirPh0vlXw,20161218
-09Oc2D14vRnmirPh0vlXw,20161231
-09Oc2D14vRnmirPh0vlXw,20170114
-09Oc2D14vRnmirPh0vlXw,20170121
-09Oc2D14vRnmirPh0vlXw,20170216
-09Oc2D14vRnmirPh0vlXw,20170219
-09Oc2D14vRnmirPh0vlXw,20170225
-09Oc2D14vRnmirPh0vlXw,20170324
-09Oc2D14vRnmirPh0vlXw,20170330
-09Oc2D14vRnmirPh0vlXw,20170406
-09Oc2D14vRnmirPh0vlXw,20170407
-09Oc2D14vRnmirPh0vlXw,20170408
-09Oc2D14vRnmirPh0vlXw,20170415
-09Oc2D14vRnmirPh0vlXw,20170416
-09Oc2D14vRnmirPh0vlXw,20170421
-09Oc2D14vRnmirPh0vlXw,20170427
-09Oc2D14vRnmirPh0vlXw,20170429
-09Oc2D14vRnmirPh0vlXw,20170430
-09Oc2D14vRnmirPh0vlXw,20170507
-09Oc2D14vRnmirPh0vlXw,20170512
-09Oc2D14vRnmirPh0vlXw,20170519
-09Oc2D14vRnmirPh0vlXw,20170616
-09Oc2D14vRnmirPh0vlXw,20170626
-09Oc2D14vRnmirPh0vlXw,20170627
-09Oc2D14vRnmirPh0vlXw,20170702
-09Oc2D14vRnmirPh0vlXw,20170707
-09Oc2D14vRnmirPh0vlXw,20170708
-09Oc2D14vRnmirPh0vlXw,20170709
-09Oc2D14vRnmirPh0vlXw,20170716
-09Oc2D14vRnmirPh0vlXw,20170717
